province,watershed,site_name,monitor_time,water_quality_class,water_temperature,ph_value,dissolved_oxygen,conductivity,turbidity,permanganate_index,ammonia_nitrogen,total_phosphorus,total_nitrogen,chlorophyll_a,algae_density,site_status,longitude,latitude,formatted_address,match_level
湖北省,长江流域,牛山湖湖心,2023-01-29 18:26:00,Ⅱ,6.7,7.7,11.3,205.3,4.5,2.73,0.025,0.017,0.31,0.002,110933,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-29 22:27:00,Ⅱ,6.4,7.73,11.26,205.5,4.2,2.65,0.025,0.019,0.42,0.004,439094,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-30 06:29:00,Ⅱ,6.1,7.68,10.94,205.9,3.8,2.54,0.025,0.021,0.44,0.005,462855,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-30 10:30:00,Ⅱ,5.6,7.64,11,205.3,4,2.58,0.025,0.019,0.45,0.005,162813,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-30 14:30:00,Ⅱ,6.5,7.68,11.02,204.7,3.8,2.69,0.025,0.018,0.27,0.002,220446,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-30 18:31:00,Ⅱ,7,7.7,11.07,204.9,4,2.6,0.025,0.016,0.31,0.002,111856,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-30 22:32:00,Ⅱ,6.1,7.65,11.32,205.2,4.3,2.64,0.025,0.019,0.35,0.004,110181,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-31 02:32:00,Ⅱ,6.2,7.64,11.17,205.4,4.2,2.64,0.025,0.018,0.39,0.005,247491,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-31 06:33:00,Ⅱ,6,7.63,11.17,205.6,4.1,2.82,0.025,0.018,0.4,0.005,164517,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-31 10:34:00,Ⅱ,5.8,7.64,11.22,205.7,4.4,2.55,0.025,0.018,0.46,0.004,136848,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-31 14:35:00,Ⅱ,7.3,7.72,11.1,204.3,4.1,2.56,0.025,0.017,0.25,0.002,281964,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-31 18:35:00,Ⅱ,9.2,7.63,11,204.9,3.9,2.64,0.025,0.016,0.27,0.001,--,维护,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
湖北省,长江流域,牛山湖湖心,2023-01-31 22:36:00,Ⅱ,8.2,7.7,11.28,206.1,4.2,2.73,0.025,0.017,0.35,0.004,115211,正常,114.55891,30.310515,湖北省武汉市江夏区牛山湖,住宅区
